StartNodeID,EndNodeID,BaseTravelTime,CongestionFactor
140,364,1.0,1.24
141,142,1.0,1.34
141,365,1.0,1.89
142,143,1.0,1.07
142,366,1.0,1.66
143,144,1.0,1.90
143,367,1.0,1.56
144,145,1.0,1.10
144,368,1.0,1.25
145,146,1.0,1.37
145,369,1.0,1.11
146,147,1.0,1.31
146,370,1.0,1.52
147,148,1.0,1.43
147,371,1.0,1.62
148,149,1.0,1.01
148,372,1.0,1.82
149,150,1.0,1.80
149,373,1.0,1.97
150,151,1.0,1.40
150,374,1.0,1.07
151,152,1.0,1.05
151,375,1.0,1.32
152,153,1.0,1.85
152,376,1.0,1.83
153,154,1.0,1.83
153,377,1.0,1.44
154,155,1.0,1.73
154,378,1.0,1.56
155,156,1.0,1.01
155,379,1.0,1.73
156,157,1.0,1.96
156,380,1.0,1.07
157,158,1.0,1.25
157,381,1.0,1.69
158,159,1.0,1.72
158,382,1.0,1.76
159,160,1.0,1.24
159,383,1.0,1.78
160,161,1.0,1.67
160,384,1.0,1.24
161,162,1.0,1.50
161,385,1.0,1.42
162,163,1.0,1.00
162,386,1.0,1.84
163,164,1.0,1.77
163,387,1.0,1.11
164,165,1.0,1.21
164,388,1.0,1.53
165,166,1.0,1.33
165,389,1.0,1.48
166,167,1.0,1.71
166,390,1.0,1.45
167,168,1.0,1.31
167,391,1.0,1.75
168,169,1.0,1.72
168,392,1.0,1.73
169,170,1.0,1.99
169,393,1.0,1.38
170,171,1.0,1.84
170,394,1.0,1.91
171,172,1.0,1.05
171,395,1.0,1.73
172,173,1.0,1.15
172,396,1.0,1.55
173,174,1.0,1.61
173,397,1.0,1.12
174,175,1.0,1.58
174,398,1.0,1.64
175,176,1.0,1.36
175,399,1.0,1.46
176,177,1.0,1.23
176,400,1.0,1.69
177,178,1.0,1.19
177,401,1.0,1.25
178,179,1.0,1.68
178,402,1.0,1.19
179,180,1.0,1.16
179,403,1.0,1.78
180,181,1.0,1.78
180,404,1.0,2.00
181,182,1.0,1.23
181,405,1.0,1.06
182,183,1.0,1.62
182,406,1.0,1.48
183,184,1.0,1.88
183,407,1.0,1.92
184,185,1.0,1.05
184,408,1.0,1.57
185,186,1.0,1.22
185,409,1.0,1.51
186,187,1.0,1.07
186,410,1.0,1.20
187,188,1.0,1.45
187,411,1.0,1.64
188,189,1.0,1.77
188,412,1.0,1.69
189,190,1.0,1.25
189,413,1.0,1.02
190,191,1.0,1.64
190,414,1.0,1.41
191,192,1.0,1.82
191,415,1.0,1.63
192,193,1.0,1.28
192,416,1.0,1.93
193,194,1.0,1.52
193,417,1.0,1.56
194,195,1.0,1.31
194,418,1.0,1.79
195,196,1.0,1.62
195,419,1.0,1.51
196,197,1.0,1.77
196,420,1.0,1.98
197,198,1.0,1.57
197,421,1.0,1.35
198,199,1.0,1.79
198,422,1.0,1.16
199,200,1.0,1.29
199,423,1.0,1.30
200,201,1.0,1.48
200,424,1.0,1.78
201,202,1.0,1.51
201,425,1.0,1.25
202,203,1.0,1.71
202,426,1.0,1.07
203,204,1.0,1.74
203,427,1.0,1.21
204,205,1.0,1.58
204,428,1.0,1.16
205,206,1.0,1.56
205,429,1.0,1.74
206,207,1.0,1.45
206,430,1.0,1.68
207,208,1.0,1.14
207,431,1.0,1.87
208,209,1.0,1.88
208,432,1.0,1.06
209,210,1.0,1.50
209,433,1.0,1.83
210,211,1.0,1.05
210,434,1.0,1.32
211,212,1.0,1.66
211,435,1.0,1.65
212,213,1.0,1.66
212,436,1.0,1.00
213,214,1.0,1.21
213,437,1.0,1.62
214,215,1.0,1.43
214,438,1.0,1.27
215,216,1.0,1.12
215,439,1.0,1.49
216,217,1.0,1.28
216,440,1.0,1.45
217,218,1.0,1.08
217,441,1.0,1.00
218,219,1.0,1.81
218,442,1.0,1.65
219,220,1.0,1.98
219,443,1.0,1.45
220,221,1.0,1.40
220,444,1.0,1.09
221,222,1.0,1.06
221,445,1.0,1.96
222,223,1.0,1.24
222,446,1.0,1.70
223,447,1.0,1.98
224,225,1.0,1.94
224,448,1.0,1.88
225,226,1.0,1.30
225,449,1.0,1.74
226,227,1.0,1.48
226,450,1.0,1.47
227,228,1.0,1.59
227,451,1.0,1.45
228,229,1.0,1.24
228,452,1.0,1.73
229,230,1.0,1.32
229,453,1.0,1.54
230,231,1.0,1.77
230,454,1.0,1.66
231,232,1.0,1.60
231,455,1.0,1.16
232,233,1.0,1.91
232,456,1.0,1.74
233,234,1.0,1.87
233,457,1.0,1.09
234,235,1.0,1.61
234,458,1.0,1.59
235,236,1.0,1.42
235,459,1.0,1.04
236,237,1.0,1.06
236,460,1.0,1.56
237,238,1.0,1.16
237,461,1.0,1.21
238,239,1.0,1.86
238,462,1.0,1.40
239,240,1.0,1.72
239,463,1.0,1.39
240,241,1.0,1.68
240,464,1.0,1.36
241,242,1.0,1.68
241,465,1.0,1.21
242,243,1.0,1.48
242,466,1.0,1.07
243,244,1.0,1.48
243,467,1.0,1.23
244,245,1.0,1.48
244,468,1.0,1.52
245,246,1.0,1.12
245,469,1.0,1.35
246,247,1.0,1.54
246,470,1.0,1.08
247,248,1.0,1.51
247,471,1.0,1.89
248,249,1.0,1.82
248,472,1.0,1.71
249,250,1.0,1.27
249,473,1.0,1.65
250,251,1.0,1.16
250,474,1.0,1.04
251,252,1.0,1.21
251,475,1.0,1.15
252,253,1.0,1.88
252,476,1.0,1.53
253,254,1.0,1.92
253,477,1.0,1.46
254,255,1.0,1.39
254,478,1.0,1.20
255,256,1.0,1.60
255,479,1.0,1.46
256,257,1.0,1.11
256,480,1.0,1.43
257,258,1.0,1.92
257,481,1.0,1.48
258,259,1.0,1.31
258,482,1.0,1.05
259,260,1.0,1.11
259,483,1.0,1.91
260,261,1.0,1.36
260,484,1.0,1.67
261,262,1.0,1.96
261,485,1.0,1.08
262,263,1.0,1.99
262,486,1.0,1.58
263,264,1.0,1.58
263,487,1.0,1.19
264,265,1.0,1.58
264,488,1.0,1.52
265,266,1.0,1.88
265,489,1.0,1.09
266,267,1.0,1.04
266,490,1.0,1.82
267,268,1.0,1.51
267,491,1.0,1.66
268,269,1.0,1.80
268,492,1.0,1.87
269,270,1.0,1.38
269,493,1.0,1.56
270,271,1.0,1.88
270,494,1.0,1.68
271,272,1.0,1.65
271,495,1.0,1.11
272,273,1.0,1.79
272,496,1.0,1.15
273,274,1.0,1.54
273,497,1.0,1.01
274,275,1.0,1.08
274,498,1.0,1.30
275,276,1.0,1.25
275,499,1.0,1.01
276,277,1.0,1.64
276,500,1.0,1.95
277,278,1.0,1.50
277,501,1.0,1.17
278,279,1.0,1.23
278,502,1.0,1.41
279,280,1.0,1.63
279,503,1.0,1.33
280,281,1.0,1.14
280,504,1.0,1.02
281,282,1.0,1.14
281,505,1.0,1.41
282,283,1.0,1.20
282,506,1.0,1.36
283,284,1.0,1.05
283,507,1.0,1.06
284,285,1.0,1.76
284,508,1.0,1.39
285,286,1.0,1.83
285,509,1.0,1.10
286,287,1.0,1.93
286,510,1.0,1.88
287,288,1.0,1.77
287,511,1.0,1.22
288,289,1.0,1.51
288,512,1.0,1.77
289,290,1.0,1.31
289,513,1.0,1.77
290,291,1.0,1.96
290,514,1.0,1.68
291,292,1.0,1.99
291,515,1.0,1.82
292,293,1.0,1.04
292,516,1.0,1.53
293,294,1.0,1.42
293,517,1.0,1.82
294,295,1.0,1.34
294,518,1.0,1.53
295,296,1.0,1.97
295,519,1.0,1.11
296,297,1.0,1.82
296,520,1.0,1.97
297,298,1.0,1.27
297,521,1.0,1.06
298,299,1.0,1.68
298,522,1.0,1.33
299,300,1.0,1.53
299,523,1.0,1.26
300,301,1.0,1.09
300,524,1.0,1.52
301,302,1.0,1.90
301,525,1.0,1.35
302,303,1.0,1.45
302,526,1.0,1.30
303,304,1.0,1.79
303,527,1.0,1.93
304,305,1.0,1.08
304,528,1.0,1.21
305,306,1.0,1.83
305,529,1.0,1.16
306,307,1.0,1.81
306,530,1.0,1.52
307,308,1.0,1.69
307,531,1.0,1.74
308,309,1.0,1.64
308,532,1.0,1.57
309,310,1.0,1.68
309,533,1.0,1.87
310,311,1.0,1.66
310,534,1.0,1.15
311,312,1.0,1.86
311,535,1.0,1.41
312,313,1.0,1.25
312,536,1.0,1.66
313,314,1.0,1.99
313,537,1.0,1.89
314,315,1.0,1.42
314,538,1.0,1.15
315,316,1.0,1.74
315,539,1.0,1.10
316,317,1.0,1.07
316,540,1.0,1.05
317,318,1.0,1.96
317,541,1.0,1.26
318,319,1.0,1.03
318,542,1.0,1.57
319,320,1.0,1.08
319,543,1.0,1.26
320,321,1.0,1.54
320,544,1.0,1.81
321,322,1.0,1.46
321,545,1.0,1.09
322,323,1.0,1.13
322,546,1.0,1.37
323,324,1.0,1.13
323,547,1.0,1.01
324,325,1.0,1.62
324,548,1.0,1.93
325,326,1.0,1.91
325,549,1.0,1.98
326,327,1.0,1.18
326,550,1.0,1.54
327,328,1.0,1.25
327,551,1.0,1.85
328,329,1.0,1.67
328,552,1.0,1.71
329,330,1.0,1.60
329,553,1.0,1.44
330,331,1.0,1.23
330,554,1.0,2.00
331,332,1.0,1.82
331,555,1.0,1.15
332,333,1.0,1.74
332,556,1.0,1.97
333,334,1.0,1.60
333,557,1.0,1.83
334,335,1.0,1.54
334,558,1.0,1.40
335,336,1.0,1.44
335,559,1.0,1.91
336,337,1.0,1.47
336,560,1.0,1.27
337,338,1.0,1.45
337,561,1.0,1.34
338,339,1.0,1.17
338,562,1.0,1.02
339,340,1.0,1.93
339,563,1.0,1.54
340,341,1.0,1.14
340,564,1.0,1.29
341,342,1.0,1.14
341,565,1.0,1.10
342,343,1.0,1.34
342,566,1.0,1.16
343,344,1.0,1.79
343,567,1.0,1.74
344,345,1.0,1.44
344,568,1.0,1.20
345,346,1.0,1.15
345,569,1.0,1.41
346,347,1.0,1.17
346,570,1.0,1.85
347,348,1.0,1.80
347,571,1.0,1.72
348,349,1.0,1.96
348,572,1.0,1.70
349,350,1.0,1.54
349,573,1.0,1.61
350,351,1.0,1.96
350,574,1.0,1.79
351,352,1.0,1.15
351,575,1.0,1.38
352,353,1.0,1.66
352,576,1.0,1.90
353,354,1.0,1.34
353,577,1.0,1.19
354,355,1.0,1.37
354,578,1.0,1.75
355,356,1.0,1.26
355,579,1.0,1.11
356,357,1.0,1.60
356,580,1.0,1.39
357,358,1.0,1.78
357,581,1.0,1.11
358,359,1.0,1.96
358,582,1.0,1.91
359,360,1.0,1.03
359,583,1.0,1.34
360,361,1.0,1.73
360,584,1.0,1.04
361,362,1.0,1.06
361,585,1.0,1.40
362,363,1.0,1.98
362,586,1.0,1.91
363,364,1.0,1.43
363,587,1.0,1.14
364,365,1.0,1.74
364,588,1.0,1.44
365,366,1.0,1.67
365,589,1.0,1.56
366,367,1.0,1.48
366,590,1.0,1.46
367,368,1.0,1.41
367,591,1.0,1.29
368,369,1.0,1.96
368,592,1.0,1.09
369,370,1.0,1.59
369,593,1.0,1.32
370,371,1.0,2.00
370,594,1.0,1.84
371,372,1.0,1.69
371,595,1.0,1.71
372,373,1.0,1.00
372,596,1.0,1.59
373,374,1.0,1.80
373,597,1.0,1.78
374,375,1.0,1.43
374,598,1.0,1.76
375,376,1.0,1.93
375,599,1.0,1.28
376,377,1.0,1.60
376,600,1.0,1.54
377,378,1.0,1.81
377,601,1.0,1.90
378,379,1.0,1.93
378,602,1.0,1.25
379,380,1.0,1.19
379,603,1.0,1.27
380,381,1.0,1.78
380,604,1.0,1.90
381,382,1.0,1.38
381,605,1.0,1.04
382,383,1.0,1.86
382,606,1.0,1.56
383,384,1.0,1.88
383,607,1.0,1.96
384,385,1.0,1.41
384,608,1.0,1.05
385,386,1.0,1.48
385,609,1.0,1.87
386,387,1.0,1.08
386,610,1.0,1.34
387,388,1.0,1.45
387,611,1.0,1.26
388,389,1.0,1.70
388,612,1.0,1.66
389,390,1.0,1.16
389,613,1.0,1.92
390,391,1.0,1.25
390,614,1.0,1.52
391,392,1.0,1.58
391,615,1.0,1.30
392,393,1.0,1.19
392,616,1.0,1.28
393,394,1.0,1.01
393,617,1.0,1.57
394,395,1.0,1.83
394,618,1.0,1.64
395,396,1.0,1.62
395,619,1.0,1.28
396,397,1.0,1.31
396,620,1.0,1.18
397,398,1.0,1.16
397,621,1.0,1.17
398,399,1.0,1.98
398,622,1.0,1.61
399,400,1.0,1.57
399,623,1.0,1.28
400,401,1.0,1.64
400,624,1.0,1.75
401,402,1.0,1.23
401,625,1.0,1.85
402,403,1.0,1.53
402,626,1.0,1.08
403,404,1.0,1.78
403,627,1.0,1.48
404,405,1.0,1.31
404,628,1.0,1.82
405,406,1.0,1.57
405,629,1.0,1.85
406,407,1.0,1.68
406,630,1.0,1.97
407,408,1.0,1.19
407,631,1.0,1.18
408,409,1.0,1.24
408,632,1.0,1.23
409,410,1.0,1.62
409,633,1.0,1.67
410,411,1.0,1.31
410,634,1.0,1.76
411,412,1.0,1.86
411,635,1.0,1.71
412,413,1.0,1.12
412,636,1.0,1.92
413,414,1.0,1.41
413,637,1.0,1.39
414,415,1.0,1.75
414,638,1.0,1.70
415,416,1.0,1.96
415,639,1.0,1.75
416,417,1.0,1.45
416,640,1.0,1.22
417,418,1.0,1.44
417,641,1.0,1.74
418,419,1.0,1.57
418,642,1.0,1.91
419,420,1.0,1.65
419,643,1.0,1.99
420,421,1.0,1.90
420,644,1.0,2.00
421,422,1.0,1.39
421,645,1.0,1.04
422,423,1.0,1.78
422,646,1.0,1.11
423,424,1.0,1.35
423,647,1.0,1.99
424,425,1.0,1.85
424,648,1.0,1.05
425,426,1.0,1.49
425,649,1.0,1.86
426,427,1.0,1.36
426,650,1.0,1.52
427,428,1.0,1.43
427,651,1.0,1.67
428,429,1.0,1.91
428,652,1.0,1.75
429,430,1.0,1.52
429,653,1.0,1.19
430,431,1.0,1.15
430,654,1.0,1.91
431,432,1.0,1.35
431,655,1.0,1.86
432,433,1.0,1.72
432,656,1.0,1.95
433,434,1.0,1.68
433,657,1.0,1.37
434,435,1.0,1.40
434,658,1.0,1.20
435,436,1.0,1.66
435,659,1.0,1.81
436,437,1.0,1.42
436,660,1.0,1.43
437,438,1.0,1.88
437,661,1.0,1.06
438,439,1.0,1.55
438,662,1.0,1.81
439,440,1.0,1.46
439,663,1.0,1.54
440,441,1.0,1.48
440,664,1.0,1.75
441,442,1.0,1.15
441,665,1.0,1.17
442,443,1.0,1.10
442,666,1.0,1.71
443,444,1.0,1.30
443,667,1.0,1.44
444,445,1.0,1.84
444,668,1.0,1.95
445,446,1.0,1.21
445,669,1.0,1.26
446,447,1.0,1.60
446,670,1.0,1.08
447,671,1.0,1.45
448,449,1.0,1.65
448,672,1.0,1.56
449,450,1.0,1.64
449,673,1.0,1.40
450,451,1.0,1.01
450,674,1.0,1.08
451,452,1.0,1.66
451,675,1.0,1.21
452,453,1.0,1.92
452,676,1.0,1.43
453,454,1.0,1.41
453,677,1.0,1.61
454,455,1.0,1.77
454,678,1.0,1.46
455,456,1.0,1.56
455,679,1.0,1.53
456,457,1.0,1.05
456,680,1.0,1.19
457,458,1.0,1.50
457,681,1.0,1.78
458,459,1.0,1.24
458,682,1.0,1.82
459,460,1.0,1.92
459,683,1.0,1.17
460,461,1.0,1.20
460,684,1.0,1.31
461,462,1.0,1.34
461,685,1.0,1.09
462,463,1.0,1.75
462,686,1.0,1.55
463,464,1.0,1.64
463,687,1.0,1.29
464,465,1.0,1.55
464,688,1.0,1.60
465,466,1.0,1.23
465,689,1.0,1.09
466,467,1.0,1.80
466,690,1.0,1.71
467,468,1.0,1.27
467,691,1.0,1.95
468,469,1.0,1.20
468,692,1.0,1.98
469,470,1.0,1.34
469,693,1.0,1.21
470,471,1.0,1.74
470,694,1.0,1.16
471,472,1.0,1.59
471,695,1.0,1.10
472,473,1.0,1.19
472,696,1.0,1.13
473,474,1.0,1.76
473,697,1.0,1.51
474,475,1.0,1.81
474,698,1.0,1.27
475,476,1.0,1.62
475,699,1.0,1.04
476,477,1.0,1.06
476,700,1.0,1.09
477,478,1.0,1.46
477,701,1.0,1.53
478,479,1.0,1.81
478,702,1.0,1.31
479,480,1.0,1.93
479,703,1.0,1.27
480,481,1.0,1.48
480,704,1.0,1.72
481,482,1.0,1.05
481,705,1.0,1.64
482,483,1.0,1.29
482,706,1.0,1.81
483,484,1.0,1.58
483,707,1.0,1.42
484,485,1.0,1.57
484,708,1.0,1.84
485,486,1.0,1.99
485,709,1.0,1.28
486,487,1.0,1.93
486,710,1.0,1.42
487,488,1.0,1.17
487,711,1.0,1.55
488,489,1.0,1.21
488,712,1.0,1.35
489,490,1.0,1.64
489,713,1.0,1.91
490,491,1.0,1.48
490,714,1.0,1.18
491,492,1.0,1.57
491,715,1.0,1.98
492,493,1.0,1.37
492,716,1.0,1.56
493,494,1.0,1.99
493,717,1.0,1.68
494,495,1.0,1.43
494,718,1.0,1.19
495,496,1.0,1.55
495,719,1.0,1.57
496,497,1.0,1.18
496,720,1.0,1.85
497,498,1.0,1.34
497,721,1.0,1.01
498,499,1.0,1.36
498,722,1.0,1.01
499,500,1.0,1.24
499,723,1.0,1.99
500,501,1.0,1.41
500,724,1.0,1.93
501,502,1.0,1.12
501,725,1.0,1.62
502,503,1.0,1.62
502,726,1.0,1.38
503,504,1.0,1.17
503,727,1.0,1.51
504,505,1.0,1.47
504,728,1.0,1.70
505,506,1.0,1.44
505,729,1.0,1.79
506,507,1.0,1.70
506,730,1.0,1.04
507,508,1.0,1.47
507,731,1.0,1.20
508,509,1.0,1.18
508,732,1.0,1.35
509,510,1.0,1.40
509,733,1.0,1.86
510,511,1.0,1.48
510,734,1.0,1.78
511,512,1.0,1.11
511,735,1.0,1.73
512,513,1.0,1.78
512,736,1.0,1.13
513,514,1.0,1.98
513,737,1.0,1.11
514,515,1.0,1.32
514,738,1.0,1.94
515,516,1.0,1.69
515,739,1.0,1.04
516,517,1.0,1.16
516,740,1.0,1.01
517,518,1.0,1.16
517,741,1.0,1.68
518,519,1.0,1.59
518,742,1.0,1.02
519,520,1.0,1.93
519,743,1.0,1.64
520,521,1.0,1.12
520,744,1.0,1.19
521,522,1.0,1.60
521,745,1.0,1.19
522,523,1.0,1.98
522,746,1.0,1.16
523,524,1.0,1.80
523,747,1.0,1.35
524,525,1.0,1.06
524,748,1.0,1.09
525,526,1.0,1.89
525,749,1.0,1.08
526,527,1.0,1.02
526,750,1.0,1.61
527,528,1.0,1.17
527,751,1.0,1.53
528,529,1.0,1.67
528,752,1.0,1.27
529,530,1.0,1.45
529,753,1.0,1.92
530,531,1.0,1.31
530,754,1.0,1.38
531,532,1.0,1.26
531,755,1.0,1.35
532,533,1.0,1.28
532,756,1.0,1.61
533,534,1.0,1.35
533,757,1.0,1.27
534,535,1.0,1.56
534,758,1.0,1.85
535,536,1.0,1.26
535,759,1.0,1.62
536,537,1.0,1.05
536,760,1.0,1.42
537,538,1.0,1.71
537,761,1.0,1.66
538,539,1.0,1.45
538,762,1.0,1.91
539,540,1.0,1.99
539,763,1.0,1.04
540,541,1.0,1.14
540,764,1.0,1.49
541,542,1.0,1.54
541,765,1.0,1.91
542,543,1.0,1.84
542,766,1.0,1.93
543,544,1.0,1.40
543,767,1.0,1.09
544,545,1.0,1.57
544,768,1.0,1.20
545,546,1.0,1.07
545,769,1.0,1.94
546,547,1.0,1.84
546,770,1.0,1.69
547,548,1.0,1.34
547,771,1.0,1.82
548,549,1.0,1.36
548,772,1.0,1.21
549,550,1.0,1.96
549,773,1.0,1.50
550,551,1.0,1.85
550,774,1.0,1.91
551,552,1.0,1.83
551,775,1.0,1.35
552,553,1.0,1.11
552,776,1.0,1.34
553,554,1.0,1.92
553,777,1.0,1.76
554,555,1.0,1.54
554,778,1.0,1.28
555,556,1.0,1.81
555,779,1.0,1.66
556,557,1.0,1.32
556,780,1.0,1.67
557,558,1.0,1.71
557,781,1.0,1.56
558,559,1.0,1.29
558,782,1.0,1.87
559,560,1.0,1.09
559,783,1.0,1.22
560,561,1.0,1.86
560,784,1.0,1.91
561,562,1.0,1.47
561,785,1.0,1.75
562,563,1.0,1.75
562,786,1.0,1.43
563,564,1.0,1.95
563,787,1.0,1.36
564,565,1.0,1.52
564,788,1.0,1.70
565,566,1.0,1.87
565,789,1.0,1.99
566,567,1.0,1.35
566,790,1.0,1.98
567,568,1.0,1.69
567,791,1.0,1.45
568,569,1.0,1.62
568,792,1.0,1.29
569,570,1.0,1.53
569,793,1.0,1.85
570,571,1.0,1.98
570,794,1.0,1.65
571,572,1.0,1.96
571,795,1.0,1.44
572,573,1.0,1.86
572,796,1.0,1.72
573,574,1.0,1.73
573,797,1.0,1.18
574,575,1.0,1.32
574,798,1.0,1.73
575,576,1.0,1.77
575,799,1.0,1.06
576,577,1.0,1.16
576,800,1.0,1.63
577,578,1.0,1.32
577,801,1.0,1.98
578,579,1.0,1.27
578,802,1.0,1.31
579,580,1.0,1.47
579,803,1.0,1.07
580,581,1.0,1.09
580,804,1.0,1.07
581,582,1.0,1.34
