StartNodeID,EndNodeID,BaseTravelTime,CongestionFactor
83,256,1.0,1.40
84,85,1.0,1.29
84,257,1.0,1.65
85,86,1.0,1.15
85,258,1.0,1.24
86,87,1.0,1.27
86,259,1.0,1.04
87,88,1.0,1.92
87,260,1.0,1.08
88,89,1.0,1.34
88,261,1.0,1.13
89,90,1.0,1.43
89,262,1.0,1.36
90,91,1.0,1.48
90,263,1.0,1.39
91,92,1.0,1.16
91,264,1.0,1.13
92,93,1.0,1.33
92,265,1.0,1.43
93,94,1.0,1.19
93,266,1.0,1.94
94,95,1.0,1.85
94,267,1.0,1.47
95,96,1.0,1.29
95,268,1.0,1.23
96,97,1.0,1.17
96,269,1.0,1.23
97,98,1.0,1.18
97,270,1.0,1.19
98,99,1.0,1.04
98,271,1.0,1.22
99,100,1.0,1.99
99,272,1.0,1.66
100,101,1.0,1.19
100,273,1.0,1.82
101,102,1.0,1.13
101,274,1.0,1.84
102,103,1.0,1.15
102,275,1.0,1.87
103,104,1.0,1.31
103,276,1.0,1.29
104,105,1.0,1.71
104,277,1.0,1.40
105,106,1.0,1.47
105,278,1.0,1.71
106,107,1.0,1.20
106,279,1.0,1.50
107,108,1.0,1.29
107,280,1.0,2.00
108,109,1.0,1.58
108,281,1.0,1.86
109,110,1.0,1.56
109,282,1.0,1.01
110,111,1.0,1.20
110,283,1.0,1.48
111,112,1.0,1.15
111,284,1.0,1.61
112,113,1.0,1.26
112,285,1.0,1.34
113,114,1.0,1.56
113,286,1.0,1.44
114,115,1.0,1.53
114,287,1.0,1.87
115,116,1.0,1.03
115,288,1.0,1.39
116,117,1.0,1.78
116,289,1.0,1.58
117,118,1.0,1.86
117,290,1.0,1.18
118,119,1.0,1.99
118,291,1.0,1.08
119,120,1.0,1.46
119,292,1.0,1.48
120,121,1.0,1.46
120,293,1.0,1.53
121,122,1.0,1.49
121,294,1.0,1.40
122,123,1.0,1.66
122,295,1.0,1.35
123,124,1.0,1.15
123,296,1.0,1.94
124,125,1.0,1.42
124,297,1.0,1.93
125,126,1.0,1.13
125,298,1.0,1.05
126,127,1.0,1.58
126,299,1.0,1.93
127,128,1.0,1.66
127,300,1.0,1.19
128,129,1.0,1.07
128,301,1.0,1.80
129,130,1.0,1.49
129,302,1.0,1.79
130,131,1.0,1.81
130,303,1.0,1.94
131,132,1.0,2.00
131,304,1.0,1.10
132,133,1.0,1.29
132,305,1.0,1.04
133,134,1.0,1.26
133,306,1.0,1.55
134,135,1.0,1.33
134,307,1.0,1.26
135,136,1.0,1.48
135,308,1.0,1.03
136,137,1.0,1.91
136,309,1.0,1.53
137,138,1.0,1.83
137,310,1.0,1.95
138,139,1.0,1.89
138,311,1.0,1.06
139,140,1.0,1.06
139,312,1.0,1.45
140,141,1.0,1.63
140,313,1.0,1.47
141,142,1.0,1.55
141,314,1.0,1.59
142,143,1.0,1.82
142,315,1.0,1.73
143,144,1.0,1.17
143,316,1.0,1.02
144,145,1.0,1.63
144,317,1.0,1.94
145,146,1.0,1.31
145,318,1.0,2.00
146,147,1.0,1.32
146,319,1.0,1.28
147,148,1.0,1.74
147,320,1.0,1.36
148,149,1.0,1.43
148,321,1.0,1.76
149,150,1.0,1.39
149,322,1.0,1.70
150,151,1.0,1.81
150,323,1.0,1.55
151,152,1.0,1.89
151,324,1.0,1.65
152,153,1.0,1.71
152,325,1.0,1.16
153,154,1.0,1.23
153,326,1.0,1.70
154,155,1.0,1.29
154,327,1.0,1.81
155,156,1.0,1.54
155,328,1.0,1.02
156,157,1.0,1.25
156,329,1.0,2.00
157,158,1.0,1.46
157,330,1.0,1.28
158,159,1.0,1.89
158,331,1.0,1.49
159,160,1.0,1.82
159,332,1.0,1.28
160,161,1.0,1.16
160,333,1.0,1.35
161,162,1.0,1.10
161,334,1.0,1.09
162,163,1.0,1.93
162,335,1.0,1.26
163,164,1.0,1.18
163,336,1.0,1.32
164,165,1.0,2.00
164,337,1.0,1.76
165,166,1.0,1.13
165,338,1.0,1.70
166,167,1.0,1.27
166,339,1.0,1.55
167,168,1.0,1.43
167,340,1.0,1.56
168,169,1.0,1.55
168,341,1.0,1.56
169,170,1.0,1.65
169,342,1.0,1.27
170,171,1.0,1.79
170,343,1.0,1.28
171,172,1.0,1.17
171,344,1.0,1.97
172,345,1.0,1.27
173,174,1.0,1.94
173,346,1.0,1.28
174,175,1.0,1.91
174,347,1.0,1.14
175,176,1.0,1.56
175,348,1.0,1.43
176,177,1.0,1.57
176,349,1.0,1.76
177,178,1.0,1.71
177,350,1.0,1.68
178,179,1.0,1.95
178,351,1.0,1.25
179,180,1.0,1.34
179,352,1.0,1.30
180,181,1.0,1.64
180,353,1.0,1.67
181,182,1.0,1.00
181,354,1.0,1.24
182,183,1.0,1.09
182,355,1.0,1.18
183,184,1.0,1.42
183,356,1.0,1.98
184,185,1.0,1.90
184,357,1.0,1.99
185,186,1.0,1.23
185,358,1.0,1.27
186,187,1.0,1.24
186,359,1.0,1.28
187,188,1.0,1.41
187,360,1.0,1.61
188,189,1.0,1.33
188,361,1.0,1.60
189,190,1.0,1.16
189,362,1.0,1.35
190,191,1.0,1.63
190,363,1.0,1.76
191,192,1.0,1.30
191,364,1.0,1.55
192,193,1.0,1.49
192,365,1.0,1.50
193,194,1.0,1.87
193,366,1.0,1.70
194,195,1.0,1.13
194,367,1.0,1.14
195,196,1.0,1.90
195,368,1.0,1.28
196,197,1.0,1.58
196,369,1.0,1.13
197,198,1.0,1.94
197,370,1.0,1.50
198,199,1.0,1.26
198,371,1.0,1.18
199,200,1.0,1.37
199,372,1.0,1.91
200,201,1.0,1.42
200,373,1.0,1.66
201,202,1.0,1.18
201,374,1.0,1.80
202,203,1.0,1.17
202,375,1.0,1.32
203,204,1.0,1.34
203,376,1.0,1.95
204,205,1.0,1.14
204,377,1.0,1.27
205,206,1.0,1.69
205,378,1.0,1.29
206,207,1.0,1.49
206,379,1.0,1.59
207,208,1.0,1.63
207,380,1.0,1.95
208,209,1.0,1.42
208,381,1.0,1.67
209,210,1.0,1.13
209,382,1.0,1.05
210,211,1.0,1.95
210,383,1.0,1.56
211,212,1.0,1.40
211,384,1.0,1.02
212,213,1.0,1.34
212,385,1.0,1.37
213,214,1.0,1.44
213,386,1.0,1.23
214,215,1.0,1.12
214,387,1.0,1.00
215,216,1.0,1.24
215,388,1.0,1.53
216,217,1.0,1.38
216,389,1.0,1.63
217,218,1.0,1.39
217,390,1.0,1.02
218,219,1.0,1.72
218,391,1.0,1.04
219,220,1.0,1.66
219,392,1.0,1.30
220,221,1.0,1.93
220,393,1.0,1.90
221,222,1.0,1.74
221,394,1.0,1.56
222,223,1.0,1.21
222,395,1.0,1.02
223,224,1.0,1.83
223,396,1.0,1.17
224,225,1.0,1.55
224,397,1.0,1.28
225,226,1.0,1.82
225,398,1.0,1.60
226,227,1.0,1.80
226,399,1.0,1.60
227,228,1.0,1.67
227,400,1.0,1.77
228,229,1.0,1.70
228,401,1.0,1.31
229,230,1.0,1.87
229,402,1.0,1.04
230,231,1.0,1.97
230,403,1.0,1.56
231,232,1.0,1.46
231,404,1.0,1.85
232,233,1.0,1.74
232,405,1.0,1.06
233,234,1.0,1.51
233,406,1.0,1.59
234,235,1.0,1.16
234,407,1.0,1.31
235,236,1.0,1.82
235,408,1.0,1.57
236,237,1.0,1.45
236,409,1.0,1.40
237,238,1.0,1.96
237,410,1.0,1.37
238,239,1.0,1.21
238,411,1.0,1.32
239,240,1.0,1.52
239,412,1.0,1.48
240,241,1.0,1.21
240,413,1.0,1.88
241,242,1.0,1.12
241,414,1.0,1.05
242,243,1.0,1.75
242,415,1.0,1.81
243,244,1.0,1.49
243,416,1.0,1.12
244,245,1.0,1.85
244,417,1.0,1.63
245,246,1.0,1.53
245,418,1.0,1.73
246,247,1.0,1.65
246,419,1.0,1.33
247,248,1.0,1.20
247,420,1.0,1.63
248,249,1.0,1.58
248,421,1.0,1.14
249,250,1.0,1.77
249,422,1.0,1.04
250,251,1.0,1.05
250,423,1.0,1.22
251,252,1.0,1.94
251,424,1.0,1.56
252,253,1.0,1.61
252,425,1.0,1.97
253,254,1.0,1.93
253,426,1.0,1.75
254,255,1.0,1.83
254,427,1.0,1.10
255,256,1.0,1.98
255,428,1.0,1.92
256,257,1.0,1.40
256,429,1.0,1.55
257,258,1.0,1.13
257,430,1.0,1.10
258,259,1.0,1.35
258,431,1.0,1.73
259,260,1.0,1.51
259,432,1.0,1.18
260,261,1.0,1.53
260,433,1.0,1.81
261,262,1.0,1.21
261,434,1.0,1.63
262,263,1.0,1.90
262,435,1.0,1.97
263,264,1.0,1.73
263,436,1.0,1.60
264,265,1.0,1.77
264,437,1.0,1.18
265,266,1.0,1.18
265,438,1.0,1.10
266,267,1.0,1.22
266,439,1.0,1.72
267,268,1.0,1.68
267,440,1.0,1.29
268,269,1.0,1.81
268,441,1.0,1.26
269,270,1.0,1.90
269,442,1.0,1.87
270,271,1.0,1.91
270,443,1.0,1.03
271,272,1.0,1.68
271,444,1.0,1.79
272,273,1.0,1.59
272,445,1.0,1.21
273,274,1.0,1.14
273,446,1.0,1.88
274,275,1.0,1.74
274,447,1.0,1.69
275,276,1.0,1.27
275,448,1.0,1.02
276,277,1.0,1.37
276,449,1.0,1.54
277,278,1.0,1.14
277,450,1.0,1.97
278,279,1.0,1.07
278,451,1.0,1.18
279,280,1.0,1.14
279,452,1.0,1.98
280,281,1.0,1.90
280,453,1.0,1.04
281,282,1.0,2.00
281,454,1.0,1.23
282,283,1.0,1.93
282,455,1.0,1.57
283,284,1.0,1.55
283,456,1.0,1.56
284,285,1.0,1.34
284,457,1.0,1.86
285,286,1.0,1.81
285,458,1.0,1.73
286,287,1.0,1.50
286,459,1.0,1.86
287,288,1.0,1.05
287,460,1.0,1.18
288,289,1.0,1.78
288,461,1.0,1.07
289,290,1.0,1.26
289,462,1.0,1.63
290,291,1.0,1.94
290,463,1.0,1.92
291,292,1.0,1.58
291,464,1.0,1.36
292,293,1.0,1.52
292,465,1.0,1.26
293,294,1.0,1.02
293,466,1.0,1.67
294,295,1.0,1.94
294,467,1.0,1.83
295,296,1.0,1.22
295,468,1.0,1.25
296,297,1.0,1.43
296,469,1.0,1.79
297,298,1.0,1.35
297,470,1.0,1.41
298,299,1.0,1.38
298,471,1.0,1.50
299,300,1.0,1.32
299,472,1.0,1.76
300,301,1.0,1.14
300,473,1.0,1.01
301,302,1.0,1.53
301,474,1.0,1.93
302,303,1.0,1.92
302,475,1.0,1.67
303,304,1.0,1.52
303,476,1.0,1.94
304,305,1.0,1.77
304,477,1.0,1.52
305,306,1.0,1.17
305,478,1.0,1.60
306,307,1.0,1.47
306,479,1.0,1.77
307,308,1.0,1.09
307,480,1.0,1.55
308,309,1.0,1.48
308,481,1.0,1.00
309,310,1.0,1.52
309,482,1.0,1.30
310,311,1.0,1.91
310,483,1.0,1.32
311,312,1.0,1.62
311,484,1.0,1.14
312,313,1.0,1.15
312,485,1.0,1.58
313,314,1.0,1.25
313,486,1.0,1.19
314,315,1.0,1.36
314,487,1.0,1.67
315,316,1.0,1.76
315,488,1.0,1.99
316,317,1.0,1.81
316,489,1.0,1.58
317,318,1.0,1.37
317,490,1.0,1.80
318,319,1.0,1.98
318,491,1.0,1.34
319,320,1.0,1.80
319,492,1.0,1.76
320,321,1.0,1.72
320,493,1.0,1.04
321,322,1.0,1.22
321,494,1.0,1.18
322,323,1.0,1.16
322,495,1.0,1.36
323,324,1.0,1.20
323,496,1.0,1.74
324,325,1.0,1.24
324,497,1.0,1.49
325,326,1.0,1.78
325,498,1.0,1.30
326,327,1.0,1.37
326,499,1.0,1.20
327,328,1.0,1.24
327,500,1.0,1.90
328,329,1.0,1.82
328,501,1.0,1.82
329,330,1.0,1.73
329,502,1.0,1.94
330,331,1.0,1.24
330,503,1.0,1.31
331,332,1.0,1.60
331,504,1.0,1.31
332,333,1.0,1.83
332,505,1.0,1.23
333,334,1.0,1.82
333,506,1.0,1.77
334,335,1.0,1.56
334,507,1.0,1.31
335,336,1.0,1.41
335,508,1.0,1.59
336,337,1.0,1.99
336,509,1.0,1.54
337,338,1.0,1.74
337,510,1.0,1.39
338,339,1.0,1.21
338,511,1.0,1.30
339,340,1.0,1.04
339,512,1.0,1.33
340,341,1.0,1.63
340,513,1.0,1.47
341,342,1.0,1.39
341,514,1.0,1.49
342,343,1.0,1.33
342,515,1.0,1.05
343,344,1.0,1.92
343,516,1.0,1.81
344,345,1.0,1.11
344,517,1.0,1.57
345,518,1.0,1.29
346,347,1.0,1.46
346,519,1.0,1.15
347,348,1.0,1.71
347,520,1.0,1.79
348,349,1.0,1.37
348,521,1.0,1.02
349,350,1.0,1.93
349,522,1.0,1.57
350,351,1.0,1.96
350,523,1.0,1.30
351,352,1.0,1.55
351,524,1.0,1.47
352,353,1.0,1.22
352,525,1.0,1.11
353,354,1.0,1.89
353,526,1.0,1.59
354,355,1.0,1.46
354,527,1.0,1.56
355,356,1.0,1.81
355,528,1.0,1.95
356,357,1.0,1.66
356,529,1.0,1.92
357,358,1.0,1.30
357,530,1.0,1.43
358,359,1.0,1.75
358,531,1.0,1.36
359,360,1.0,1.55
359,532,1.0,1.30
360,361,1.0,1.95
360,533,1.0,1.76
361,362,1.0,1.16
361,534,1.0,1.61
362,363,1.0,1.69
362,535,1.0,1.47
363,364,1.0,1.34
363,536,1.0,1.89
364,365,1.0,1.21
364,537,1.0,1.33
365,366,1.0,1.63
365,538,1.0,1.72
366,367,1.0,1.01
366,539,1.0,1.69
367,368,1.0,1.85
367,540,1.0,1.71
368,369,1.0,1.23
368,541,1.0,1.13
369,370,1.0,1.63
369,542,1.0,1.99
370,371,1.0,1.84
370,543,1.0,1.43
371,372,1.0,1.99
371,544,1.0,1.95
372,373,1.0,1.97
372,545,1.0,1.70
373,374,1.0,1.76
373,546,1.0,1.93
374,375,1.0,1.02
374,547,1.0,1.66
375,376,1.0,1.94
375,548,1.0,1.05
376,377,1.0,1.15
376,549,1.0,1.03
377,378,1.0,1.14
377,550,1.0,1.46
378,379,1.0,1.81
378,551,1.0,1.50
379,380,1.0,1.30
379,552,1.0,1.89
380,381,1.0,1.32
380,553,1.0,1.75
381,382,1.0,1.24
381,554,1.0,1.33
382,383,1.0,1.24
382,555,1.0,1.28
383,384,1.0,1.26
383,556,1.0,1.81
384,385,1.0,1.09
384,557,1.0,1.16
385,386,1.0,1.07
385,558,1.0,1.57
386,387,1.0,1.26
386,559,1.0,1.18
387,388,1.0,1.38
387,560,1.0,1.68
388,389,1.0,1.59
388,561,1.0,1.98
389,390,1.0,1.20
389,562,1.0,1.40
390,391,1.0,1.54
390,563,1.0,1.53
391,392,1.0,1.55
391,564,1.0,1.20
392,393,1.0,1.35
392,565,1.0,1.33
393,394,1.0,1.39
393,566,1.0,1.91
394,395,1.0,1.50
394,567,1.0,1.41
395,396,1.0,1.04
395,568,1.0,1.08
396,397,1.0,1.97
396,569,1.0,1.63
397,398,1.0,1.85
397,570,1.0,1.15
398,399,1.0,1.93
398,571,1.0,1.24
399,400,1.0,1.86
399,572,1.0,1.84
400,401,1.0,1.52
400,573,1.0,1.18
401,402,1.0,1.53
401,574,1.0,1.68
402,403,1.0,1.23
402,575,1.0,1.37
403,404,1.0,1.79
403,576,1.0,1.43
404,405,1.0,1.39
404,577,1.0,1.52
405,406,1.0,1.82
405,578,1.0,1.82
406,407,1.0,1.33
406,579,1.0,1.93
407,408,1.0,1.70
407,580,1.0,1.85
408,409,1.0,1.00
408,581,1.0,1.18
409,410,1.0,1.52
409,582,1.0,1.76
410,411,1.0,1.52
410,583,1.0,1.47
411,412,1.0,1.23
411,584,1.0,1.34
412,413,1.0,1.80
412,585,1.0,1.11
413,414,1.0,1.17
413,586,1.0,1.60
414,415,1.0,1.97
414,587,1.0,1.09
415,416,1.0,1.76
415,588,1.0,1.12
416,417,1.0,1.19
416,589,1.0,1.04
417,418,1.0,1.85
417,590,1.0,1.99
418,419,1.0,1.67
418,591,1.0,1.10
419,420,1.0,1.31
419,592,1.0,1.54
420,421,1.0,1.47
420,593,1.0,1.52
421,422,1.0,1.27
421,594,1.0,1.65
422,423,1.0,1.86
422,595,1.0,1.45
423,424,1.0,1.83
423,596,1.0,1.04
424,425,1.0,1.92
424,597,1.0,1.36
425,426,1.0,1.57
425,598,1.0,1.20
426,427,1.0,1.42
426,599,1.0,1.51
427,428,1.0,1.97
427,600,1.0,1.60
428,429,1.0,1.62
428,601,1.0,1.86
429,430,1.0,1.26
429,602,1.0,1.07
430,431,1.0,1.72
430,603,1.0,1.75
431,432,1.0,1.32
431,604,1.0,1.24
432,433,1.0,1.54
432,605,1.0,1.81
433,434,1.0,1.20
433,606,1.0,1.25
434,435,1.0,1.83
434,607,1.0,1.57
435,436,1.0,1.66
435,608,1.0,1.93
436,437,1.0,1.10
436,609,1.0,1.39
437,438,1.0,1.49
437,610,1.0,1.29
438,439,1.0,1.11
438,611,1.0,1.41
439,440,1.0,1.86
439,612,1.0,1.95
440,441,1.0,1.22
440,613,1.0,1.37
441,442,1.0,1.84
441,614,1.0,1.82
442,443,1.0,1.66
442,615,1.0,1.58
443,444,1.0,1.24
443,616,1.0,1.51
444,445,1.0,1.46
444,617,1.0,1.08
445,446,1.0,1.48
445,618,1.0,1.36
446,447,1.0,1.06
446,619,1.0,1.77
447,448,1.0,1.66
447,620,1.0,1.30
448,449,1.0,1.93
448,621,1.0,1.30
449,450,1.0,1.07
449,622,1.0,1.37
450,451,1.0,1.43
450,623,1.0,1.94
451,452,1.0,1.74
451,624,1.0,2.00
452,453,1.0,1.94
452,625,1.0,1.93
453,454,1.0,1.84
453,626,1.0,1.67
454,455,1.0,1.75
454,627,1.0,1.22
455,456,1.0,1.81
455,628,1.0,1.25
456,457,1.0,1.62
456,629,1.0,1.04
457,458,1.0,1.07
457,630,1.0,1.72
458,459,1.0,1.87
458,631,1.0,1.95
459,460,1.0,1.54
459,632,1.0,1.49
460,461,1.0,1.96
460,633,1.0,1.74
461,462,1.0,1.73
461,634,1.0,1.50
462,463,1.0,1.81
462,635,1.0,1.87
463,464,1.0,1.40
463,636,1.0,1.48
464,465,1.0,1.06
464,637,1.0,1.87
465,466,1.0,1.56
465,638,1.0,1.78
466,467,1.0,1.14
466,639,1.0,1.39
467,468,1.0,1.39
467,640,1.0,1.71
468,469,1.0,1.47
468,641,1.0,1.64
469,470,1.0,1.34
469,642,1.0,1.13
470,471,1.0,1.62
470,643,1.0,1.11
471,472,1.0,1.64
471,644,1.0,1.84
472,473,1.0,1.93
472,645,1.0,1.51
473,474,1.0,1.87
473,646,1.0,1.01
474,475,1.0,1.39
474,647,1.0,1.28
475,476,1.0,1.84
475,648,1.0,1.87
476,477,1.0,1.86
476,649,1.0,1.03
477,478,1.0,1.85
477,650,1.0,1.69
478,479,1.0,1.27
478,651,1.0,1.73
479,480,1.0,1.65
479,652,1.0,1.82
480,481,1.0,1.54
480,653,1.0,1.47
481,482,1.0,1.91
481,654,1.0,1.93
482,483,1.0,1.16
482,655,1.0,1.43
483,484,1.0,1.51
483,656,1.0,1.91
484,485,1.0,1.68
484,657,1.0,1.36
485,486,1.0,1.36
485,658,1.0,1.55
486,487,1.0,1.47
486,659,1.0,1.94
487,488,1.0,1.42
487,660,1.0,1.65
488,489,1.0,1.81
488,661,1.0,1.37
489,490,1.0,1.30
489,662,1.0,1.44
490,491,1.0,1.04
490,663,1.0,1.11
491,492,1.0,1.77
491,664,1.0,1.42
492,493,1.0,1.89
492,665,1.0,1.16
493,494,1.0,1.40
493,666,1.0,1.57
494,495,1.0,1.12
494,667,1.0,1.94
495,496,1.0,1.27
495,668,1.0,1.24
496,497,1.0,1.84
496,669,1.0,1.95
497,498,1.0,1.28
497,670,1.0,1.13
498,499,1.0,1.21
498,671,1.0,1.53
499,500,1.0,1.32
499,672,1.0,1.94
500,501,1.0,1.02
500,673,1.0,1.11
501,502,1.0,1.38
501,674,1.0,1.73
502,503,1.0,1.92
502,675,1.0,1.38
503,504,1.0,1.65
503,676,1.0,1.89
504,505,1.0,1.80
504,677,1.0,1.10
505,506,1.0,1.85
505,678,1.0,1.39
506,507,1.0,1.21
506,679,1.0,1.52
507,508,1.0,1.05
507,680,1.0,1.02
508,509,1.0,1.79
508,681,1.0,1.27
509,510,1.0,1.59
509,682,1.0,1.74
510,511,1.0,1.50
510,683,1.0,1.34
511,512,1.0,1.33
511,684,1.0,1.82
512,513,1.0,1.39
512,685,1.0,1.58
513,514,1.0,1.73
513,686,1.0,1.61
514,515,1.0,1.64
514,687,1.0,1.90
515,516,1.0,1.94
515,688,1.0,1.50
516,517,1.0,1.62
516,689,1.0,1.25
517,518,1.0,1.13
517,690,1.0,1.00
518,691,1.0,1.71
519,520,1.0,1.28
519,692,1.0,1.92
520,521,1.0,1.42
520,693,1.0,1.56
521,522,1.0,1.74
521,694,1.0,1.52
522,523,1.0,1.05
522,695,1.0,1.09
523,524,1.0,1.13
523,696,1.0,1.15
524,525,1.0,1.68
524,697,1.0,1.66
525,526,1.0,1.72
525,698,1.0,1.48
526,527,1.0,1.50
526,699,1.0,1.37
527,528,1.0,1.47
527,700,1.0,1.88
528,529,1.0,1.36
528,701,1.0,1.93
529,530,1.0,1.89
529,702,1.0,1.57
530,531,1.0,1.86
530,703,1.0,1.90
531,532,1.0,1.60
531,704,1.0,1.17
532,533,1.0,1.69
532,705,1.0,1.70
533,534,1.0,1.76
533,706,1.0,1.90
534,535,1.0,1.12
534,707,1.0,1.16
535,536,1.0,1.35
535,708,1.0,1.74
536,537,1.0,1.39
536,709,1.0,1.37
537,538,1.0,1.80
537,710,1.0,1.25
538,539,1.0,1.81
538,711,1.0,1.26
539,540,1.0,1.26
539,712,1.0,1.22
540,541,1.0,1.72
540,713,1.0,1.53
541,542,1.0,1.55
541,714,1.0,1.48
542,543,1.0,1.84
542,715,1.0,1.09
543,544,1.0,1.41
543,716,1.0,1.93
544,545,1.0,1.10
544,717,1.0,1.24
545,546,1.0,1.68
545,718,1.0,1.80
546,547,1.0,1.14
546,719,1.0,1.13
547,548,1.0,1.85
547,720,1.0,1.59
548,549,1.0,1.43
548,721,1.0,1.29
549,550,1.0,1.92
549,722,1.0,1.12
550,551,1.0,1.37
550,723,1.0,1.92
551,552,1.0,1.01
551,724,1.0,1.69
552,553,1.0,1.20
552,725,1.0,1.91
553,554,1.0,1.44
553,726,1.0,1.58
554,555,1.0,1.03
554,727,1.0,1.45
555,556,1.0,1.43
555,728,1.0,1.32
556,557,1.0,1.26
556,729,1.0,1.17
557,558,1.0,1.23
557,730,1.0,1.03
558,559,1.0,1.69
558,731,1.0,1.31
559,560,1.0,1.71
559,732,1.0,1.70
560,561,1.0,1.85
560,733,1.0,1.91
561,562,1.0,1.34
561,734,1.0,1.95
562,563,1.0,1.34
562,735,1.0,1.17
563,564,1.0,1.61
563,736,1.0,1.81
564,565,1.0,1.97
564,737,1.0,1.16
565,566,1.0,1.12
565,738,1.0,1.22
566,567,1.0,1.97
566,739,1.0,1.90
567,568,1.0,1.54
567,740,1.0,1.75
568,569,1.0,1.58
568,741,1.0,1.26
569,570,1.0,1.91
569,742,1.0,1.53
570,571,1.0,1.90
570,743,1.0,1.60
571,572,1.0,1.01
571,744,1.0,1.78
572,573,1.0,1.95
572,745,1.0,1.15
573,574,1.0,1.62
573,746,1.0,1.55
574,575,1.0,1.45
574,747,1.0,1.05
575,576,1.0,1.74
575,748,1.0,1.12
576,577,1.0,1.17
576,749,1.0,1.55
577,578,1.0,1.37
577,750,1.0,1.09
578,579,1.0,1.03
578,751,1.0,1.62
579,580,1.0,1.43
579,752,1.0,1.07
580,581,1.0,1.82
580,753,1.0,1.04
581,582,1.0,1.03
581,754,1.0,1.71
