NodeID,XCoord,YCoord
308,1,135
309,1,136
310,1,137
311,1,138
312,1,139
313,1,140
314,1,141
315,1,142
316,1,143
317,1,144
318,1,145
319,1,146
320,1,147
321,1,148
322,1,149
323,1,150
324,1,151
325,1,152
326,1,153
327,1,154
328,1,155
329,1,156
330,1,157
331,1,158
332,1,159
333,1,160
334,1,161
335,1,162
336,1,163
337,1,164
338,1,165
339,1,166
340,1,167
341,1,168
342,1,169
343,1,170
344,1,171
345,1,172
346,2,0
347,2,1
348,2,2
349,2,3
350,2,4
351,2,5
352,2,6
353,2,7
354,2,8
355,2,9
356,2,10
357,2,11
358,2,12
359,2,13
360,2,14
361,2,15
362,2,16
363,2,17
364,2,18
365,2,19
366,2,20
367,2,21
368,2,22
369,2,23
370,2,24
371,2,25
372,2,26
373,2,27
374,2,28
375,2,29
376,2,30
377,2,31
378,2,32
379,2,33
380,2,34
381,2,35
382,2,36
383,2,37
384,2,38
385,2,39
386,2,40
387,2,41
388,2,42
389,2,43
390,2,44
391,2,45
392,2,46
393,2,47
394,2,48
395,2,49
396,2,50
397,2,51
398,2,52
399,2,53
400,2,54
401,2,55
402,2,56
403,2,57
404,2,58
405,2,59
406,2,60
407,2,61
408,2,62
409,2,63
410,2,64
411,2,65
412,2,66
413,2,67
414,2,68
415,2,69
416,2,70
417,2,71
418,2,72
419,2,73
420,2,74
421,2,75
422,2,76
423,2,77
424,2,78
425,2,79
426,2,80
427,2,81
428,2,82
429,2,83
430,2,84
431,2,85
432,2,86
433,2,87
434,2,88
435,2,89
436,2,90
437,2,91
438,2,92
439,2,93
440,2,94
441,2,95
442,2,96
443,2,97
444,2,98
445,2,99
446,2,100
447,2,101
448,2,102
449,2,103
450,2,104
451,2,105
452,2,106
453,2,107
454,2,108
455,2,109
456,2,110
457,2,111
458,2,112
459,2,113
460,2,114
461,2,115
462,2,116
463,2,117
464,2,118
465,2,119
466,2,120
467,2,121
468,2,122
469,2,123
470,2,124
471,2,125
472,2,126
473,2,127
474,2,128
475,2,129
476,2,130
477,2,131
478,2,132
479,2,133
480,2,134
481,2,135
482,2,136
483,2,137
484,2,138
485,2,139
486,2,140
487,2,141
488,2,142
489,2,143
490,2,144
491,2,145
492,2,146
493,2,147
494,2,148
495,2,149
496,2,150
497,2,151
498,2,152
499,2,153
500,2,154
501,2,155
502,2,156
503,2,157
504,2,158
505,2,159
506,2,160
507,2,161
508,2,162
509,2,163
510,2,164
511,2,165
512,2,166
513,2,167
514,2,168
515,2,169
516,2,170
517,2,171
518,2,172
519,3,0
520,3,1
521,3,2
522,3,3
523,3,4
524,3,5
525,3,6
526,3,7
527,3,8
528,3,9
529,3,10
530,3,11
531,3,12
532,3,13
533,3,14
534,3,15
535,3,16
536,3,17
537,3,18
538,3,19
539,3,20
540,3,21
541,3,22
542,3,23
543,3,24
544,3,25
545,3,26
546,3,27
547,3,28
548,3,29
549,3,30
550,3,31
551,3,32
552,3,33
553,3,34
554,3,35
555,3,36
556,3,37
557,3,38
558,3,39
559,3,40
560,3,41
561,3,42
562,3,43
563,3,44
564,3,45
565,3,46
566,3,47
567,3,48
568,3,49
569,3,50
570,3,51
571,3,52
572,3,53
573,3,54
574,3,55
575,3,56
576,3,57
577,3,58
578,3,59
579,3,60
580,3,61
581,3,62
582,3,63
583,3,64
584,3,65
585,3,66
586,3,67
587,3,68
588,3,69
589,3,70
590,3,71
591,3,72
592,3,73
593,3,74
594,3,75
595,3,76
596,3,77
597,3,78
598,3,79
599,3,80
600,3,81
601,3,82
602,3,83
603,3,84
604,3,85
605,3,86
606,3,87
607,3,88
608,3,89
609,3,90
610,3,91
611,3,92
612,3,93
613,3,94
614,3,95
615,3,96
616,3,97
617,3,98
618,3,99
619,3,100
620,3,101
621,3,102
622,3,103
623,3,104
624,3,105
625,3,106
626,3,107
627,3,108
628,3,109
629,3,110
630,3,111
631,3,112
632,3,113
633,3,114
634,3,115
635,3,116
636,3,117
637,3,118
638,3,119
639,3,120
640,3,121
641,3,122
642,3,123
643,3,124
644,3,125
645,3,126
646,3,127
647,3,128
648,3,129
649,3,130
650,3,131
651,3,132
652,3,133
653,3,134
654,3,135
655,3,136
656,3,137
657,3,138
658,3,139
659,3,140
660,3,141
661,3,142
662,3,143
663,3,144
664,3,145
665,3,146
666,3,147
667,3,148
668,3,149
669,3,150
670,3,151
671,3,152
672,3,153
673,3,154
674,3,155
675,3,156
676,3,157
677,3,158
678,3,159
679,3,160
680,3,161
681,3,162
682,3,163
683,3,164
684,3,165
685,3,166
686,3,167
687,3,168
688,3,169
689,3,170
690,3,171
691,3,172
692,4,0
693,4,1
694,4,2
695,4,3
696,4,4
697,4,5
698,4,6
699,4,7
700,4,8
701,4,9
702,4,10
703,4,11
704,4,12
705,4,13
706,4,14
707,4,15
708,4,16
709,4,17
710,4,18
711,4,19
712,4,20
713,4,21
714,4,22
715,4,23
716,4,24
717,4,25
718,4,26
719,4,27
720,4,28
721,4,29
722,4,30
723,4,31
724,4,32
725,4,33
726,4,34
727,4,35
728,4,36
729,4,37
730,4,38
731,4,39
732,4,40
733,4,41
734,4,42
735,4,43
736,4,44
737,4,45
738,4,46
739,4,47
740,4,48
741,4,49
742,4,50
743,4,51
744,4,52
745,4,53
746,4,54
747,4,55
748,4,56
749,4,57
750,4,58
751,4,59
752,4,60
753,4,61
754,4,62
755,4,63
756,4,64
757,4,65
758,4,66
759,4,67
760,4,68
761,4,69
762,4,70
763,4,71
764,4,72
765,4,73
766,4,74
767,4,75
768,4,76
769,4,77
770,4,78
771,4,79
772,4,80
773,4,81
774,4,82
775,4,83
776,4,84
777,4,85
778,4,86
779,4,87
780,4,88
781,4,89
782,4,90
783,4,91
784,4,92
785,4,93
786,4,94
787,4,95
788,4,96
789,4,97
790,4,98
791,4,99
792,4,100
793,4,101
794,4,102
795,4,103
796,4,104
797,4,105
798,4,106
799,4,107
800,4,108
801,4,109
802,4,110
803,4,111
804,4,112
805,4,113
806,4,114
807,4,115
808,4,116
809,4,117
810,4,118
811,4,119
812,4,120
813,4,121
814,4,122
815,4,123
816,4,124
817,4,125
818,4,126
819,4,127
820,4,128
821,4,129
822,4,130
823,4,131
824,4,132
825,4,133
826,4,134
827,4,135
828,4,136
829,4,137
830,4,138
831,4,139
832,4,140
833,4,141
834,4,142
835,4,143
836,4,144
837,4,145
838,4,146
839,4,147
840,4,148
841,4,149
842,4,150
843,4,151
844,4,152
845,4,153
846,4,154
847,4,155
848,4,156
849,4,157
850,4,158
851,4,159
852,4,160
853,4,161
854,4,162
855,4,163
856,4,164
857,4,165
858,4,166
859,4,167
860,4,168
861,4,169
862,4,170
863,4,171
864,4,172
865,5,0
866,5,1
867,5,2
868,5,3
869,5,4
870,5,5
871,5,6
872,5,7
873,5,8
874,5,9
875,5,10
876,5,11
877,5,12
878,5,13
879,5,14
880,5,15
881,5,16
882,5,17
883,5,18
884,5,19
885,5,20
886,5,21
887,5,22
888,5,23
889,5,24
890,5,25
891,5,26
892,5,27
893,5,28
894,5,29
895,5,30
896,5,31
897,5,32
898,5,33
899,5,34
900,5,35
901,5,36
902,5,37
903,5,38
904,5,39
905,5,40
906,5,41
907,5,42
908,5,43
909,5,44
910,5,45
911,5,46
912,5,47
913,5,48
914,5,49
915,5,50
916,5,51
917,5,52
918,5,53
919,5,54
920,5,55
921,5,56
922,5,57
923,5,58
924,5,59
925,5,60
926,5,61
927,5,62
928,5,63
929,5,64
930,5,65
931,5,66
932,5,67
933,5,68
934,5,69
935,5,70
936,5,71
937,5,72
938,5,73
939,5,74
940,5,75
941,5,76
942,5,77
943,5,78
944,5,79
945,5,80
946,5,81
947,5,82
948,5,83
949,5,84
950,5,85
951,5,86
952,5,87
953,5,88
954,5,89
955,5,90
956,5,91
957,5,92
958,5,93
959,5,94
960,5,95
961,5,96
962,5,97
963,5,98
964,5,99
965,5,100
966,5,101
967,5,102
968,5,103
969,5,104
970,5,105
971,5,106
972,5,107
973,5,108
974,5,109
975,5,110
976,5,111
977,5,112
978,5,113
979,5,114
980,5,115
981,5,116
982,5,117
983,5,118
984,5,119
985,5,120
986,5,121
987,5,122
988,5,123
989,5,124
990,5,125
991,5,126
992,5,127
993,5,128
994,5,129
995,5,130
996,5,131
997,5,132
998,5,133
999,5,134
1000,5,135
1001,5,136
1002,5,137
1003,5,138
1004,5,139
1005,5,140
1006,5,141
1007,5,142
1008,5,143
1009,5,144
1010,5,145
1011,5,146
1012,5,147
1013,5,148
1014,5,149
1015,5,150
1016,5,151
1017,5,152
1018,5,153
1019,5,154
1020,5,155
1021,5,156
1022,5,157
1023,5,158
1024,5,159
1025,5,160
1026,5,161
1027,5,162
1028,5,163
1029,5,164
1030,5,165
1031,5,166
1032,5,167
1033,5,168
1034,5,169
1035,5,170
1036,5,171
1037,5,172
1038,6,0
1039,6,1
1040,6,2
1041,6,3
1042,6,4
1043,6,5
1044,6,6
1045,6,7
1046,6,8
1047,6,9
1048,6,10
1049,6,11
1050,6,12
1051,6,13
1052,6,14
1053,6,15
1054,6,16
1055,6,17
1056,6,18
1057,6,19
1058,6,20
1059,6,21
1060,6,22
1061,6,23
1062,6,24
1063,6,25
1064,6,26
1065,6,27
1066,6,28
1067,6,29
1068,6,30
1069,6,31
1070,6,32
1071,6,33
1072,6,34
1073,6,35
1074,6,36
1075,6,37
1076,6,38
1077,6,39
1078,6,40
1079,6,41
1080,6,42
1081,6,43
1082,6,44
1083,6,45
1084,6,46
1085,6,47
1086,6,48
1087,6,49
1088,6,50
1089,6,51
1090,6,52
1091,6,53
1092,6,54
1093,6,55
1094,6,56
1095,6,57
1096,6,58
1097,6,59
1098,6,60
1099,6,61
1100,6,62
1101,6,63
1102,6,64
1103,6,65
1104,6,66
1105,6,67
1106,6,68
1107,6,69
1108,6,70
1109,6,71
1110,6,72
1111,6,73
1112,6,74
1113,6,75
1114,6,76
1115,6,77
1116,6,78
1117,6,79
1118,6,80
1119,6,81
1120,6,82
1121,6,83
1122,6,84
1123,6,85
1124,6,86
1125,6,87
1126,6,88
1127,6,89
1128,6,90
1129,6,91
1130,6,92
1131,6,93
1132,6,94
1133,6,95
1134,6,96
1135,6,97
1136,6,98
1137,6,99
1138,6,100
1139,6,101
1140,6,102
1141,6,103
1142,6,104
1143,6,105
1144,6,106
1145,6,107
1146,6,108
1147,6,109
1148,6,110
1149,6,111
1150,6,112
1151,6,113
1152,6,114
1153,6,115
1154,6,116
1155,6,117
1156,6,118
1157,6,119
1158,6,120
1159,6,121
1160,6,122
1161,6,123
1162,6,124
1163,6,125
1164,6,126
1165,6,127
1166,6,128
1167,6,129
1168,6,130
1169,6,131
1170,6,132
1171,6,133
1172,6,134
1173,6,135
1174,6,136
1175,6,137
1176,6,138
1177,6,139
1178,6,140
1179,6,141
1180,6,142
1181,6,143
1182,6,144
1183,6,145
1184,6,146
1185,6,147
1186,6,148
1187,6,149
1188,6,150
1189,6,151
1190,6,152
1191,6,153
1192,6,154
1193,6,155
1194,6,156
1195,6,157
1196,6,158
1197,6,159
1198,6,160
1199,6,161
1200,6,162
1201,6,163
1202,6,164
1203,6,165
1204,6,166
1205,6,167
1206,6,168
1207,6,169
1208,6,170
1209,6,171
1210,6,172
1211,7,0
1212,7,1
1213,7,2
1214,7,3
1215,7,4
1216,7,5
1217,7,6
1218,7,7
1219,7,8
1220,7,9
1221,7,10
1222,7,11
1223,7,12
1224,7,13
1225,7,14
1226,7,15
1227,7,16
1228,7,17
1229,7,18
1230,7,19
1231,7,20
1232,7,21
1233,7,22
1234,7,23
1235,7,24
1236,7,25
1237,7,26
1238,7,27
1239,7,28
1240,7,29
1241,7,30
1242,7,31
1243,7,32
1244,7,33
1245,7,34
1246,7,35
1247,7,36
1248,7,37
1249,7,38
1250,7,39
1251,7,40
1252,7,41
1253,7,42
1254,7,43
1255,7,44
1256,7,45
1257,7,46
1258,7,47
1259,7,48
1260,7,49
1261,7,50
1262,7,51
1263,7,52
1264,7,53
1265,7,54
1266,7,55
1267,7,56
1268,7,57
1269,7,58
1270,7,59
1271,7,60
1272,7,61
1273,7,62
1274,7,63
1275,7,64
1276,7,65
1277,7,66
1278,7,67
1279,7,68
1280,7,69
1281,7,70
1282,7,71
1283,7,72
1284,7,73
1285,7,74
1286,7,75
1287,7,76
1288,7,77
1289,7,78
1290,7,79
1291,7,80
1292,7,81
1293,7,82
1294,7,83
1295,7,84
1296,7,85
1297,7,86
1298,7,87
1299,7,88
1300,7,89
1301,7,90
1302,7,91
1303,7,92
1304,7,93
1305,7,94
1306,7,95
1307,7,96
1308,7,97
1309,7,98
1310,7,99
1311,7,100
1312,7,101
1313,7,102
1314,7,103
1315,7,104
1316,7,105
1317,7,106
1318,7,107
1319,7,108
1320,7,109
1321,7,110
1322,7,111
1323,7,112
1324,7,113
1325,7,114
1326,7,115
1327,7,116
1328,7,117
1329,7,118
1330,7,119
1331,7,120
1332,7,121
1333,7,122
1334,7,123
1335,7,124
1336,7,125
1337,7,126
1338,7,127
1339,7,128
1340,7,129
1341,7,130
1342,7,131
1343,7,132
1344,7,133
1345,7,134
1346,7,135
1347,7,136
1348,7,137
1349,7,138
1350,7,139
1351,7,140
1352,7,141
1353,7,142
1354,7,143
1355,7,144
1356,7,145
1357,7,146
1358,7,147
1359,7,148
1360,7,149
1361,7,150
1362,7,151
1363,7,152
1364,7,153
1365,7,154
1366,7,155
1367,7,156
1368,7,157
1369,7,158
1370,7,159
1371,7,160
1372,7,161
1373,7,162
1374,7,163
1375,7,164
1376,7,165
1377,7,166
1378,7,167
1379,7,168
1380,7,169
1381,7,170
1382,7,171
1383,7,172
1384,8,0
1385,8,1
1386,8,2
1387,8,3
1388,8,4
1389,8,5
1390,8,6
1391,8,7
1392,8,8
1393,8,9
1394,8,10
1395,8,11
1396,8,12
1397,8,13
1398,8,14
1399,8,15
1400,8,16
1401,8,17
1402,8,18
1403,8,19
1404,8,20
1405,8,21
1406,8,22
1407,8,23
1408,8,24
1409,8,25
1410,8,26
1411,8,27
1412,8,28
1413,8,29
1414,8,30
1415,8,31
1416,8,32
1417,8,33
1418,8,34
1419,8,35
1420,8,36
1421,8,37
1422,8,38
1423,8,39
1424,8,40
1425,8,41
1426,8,42
1427,8,43
1428,8,44
1429,8,45
1430,8,46
1431,8,47
1432,8,48
1433,8,49
1434,8,50
1435,8,51
1436,8,52
1437,8,53
1438,8,54
1439,8,55
1440,8,56
1441,8,57
1442,8,58
1443,8,59
1444,8,60
1445,8,61
1446,8,62
1447,8,63
1448,8,64
1449,8,65
1450,8,66
1451,8,67
1452,8,68
1453,8,69
1454,8,70
1455,8,71
1456,8,72
1457,8,73
1458,8,74
1459,8,75
1460,8,76
1461,8,77
1462,8,78
1463,8,79
1464,8,80
1465,8,81
1466,8,82
1467,8,83
1468,8,84
1469,8,85
1470,8,86
1471,8,87
1472,8,88
1473,8,89
1474,8,90
1475,8,91
1476,8,92
1477,8,93
1478,8,94
1479,8,95
1480,8,96
1481,8,97
1482,8,98
1483,8,99
1484,8,100
1485,8,101
1486,8,102
1487,8,103
1488,8,104
1489,8,105
1490,8,106
1491,8,107
1492,8,108
1493,8,109
1494,8,110
1495,8,111
1496,8,112
1497,8,113
1498,8,114
1499,8,115
1500,8,116
1501,8,117
1502,8,118
1503,8,119
1504,8,120
1505,8,121
1506,8,122
1507,8,123
1508,8,124
1509,8,125
1510,8,126
1511,8,127
1512,8,128
1513,8,129
1514,8,130
1515,8,131
1516,8,132
1517,8,133
1518,8,134
1519,8,135
1520,8,136
1521,8,137
1522,8,138
1523,8,139
1524,8,140
1525,8,141
1526,8,142
1527,8,143
1528,8,144
1529,8,145
1530,8,146
1531,8,147
1532,8,148
1533,8,149
1534,8,150
1535,8,151
1536,8,152
1537,8,153
1538,8,154
1539,8,155
1540,8,156
1541,8,157
1542,8,158
1543,8,159
1544,8,160
1545,8,161
1546,8,162
1547,8,163
1548,8,164
1549,8,165
1550,8,166
1551,8,167
1552,8,168
1553,8,169
1554,8,170
1555,8,171
1556,8,172
1557,9,0
1558,9,1
1559,9,2
1560,9,3
1561,9,4
1562,9,5
1563,9,6
1564,9,7
1565,9,8
1566,9,9
1567,9,10
1568,9,11
1569,9,12
1570,9,13
1571,9,14
1572,9,15
1573,9,16
1574,9,17
1575,9,18
1576,9,19
1577,9,20
1578,9,21
1579,9,22
1580,9,23
1581,9,24
1582,9,25
1583,9,26
1584,9,27
1585,9,28
1586,9,29
1587,9,30
1588,9,31
1589,9,32
1590,9,33
1591,9,34
1592,9,35
1593,9,36
1594,9,37
1595,9,38
1596,9,39
1597,9,40
1598,9,41
1599,9,42
1600,9,43
1601,9,44
1602,9,45
1603,9,46
1604,9,47
1605,9,48
1606,9,49
1607,9,50
1608,9,51
1609,9,52
1610,9,53
1611,9,54
1612,9,55
1613,9,56
1614,9,57
1615,9,58
1616,9,59
1617,9,60
1618,9,61
1619,9,62
1620,9,63
1621,9,64
1622,9,65
1623,9,66
1624,9,67
1625,9,68
1626,9,69
1627,9,70
1628,9,71
1629,9,72
1630,9,73
1631,9,74
1632,9,75
1633,9,76
1634,9,77
1635,9,78
1636,9,79
1637,9,80
1638,9,81
1639,9,82
1640,9,83
1641,9,84
1642,9,85
1643,9,86
1644,9,87
1645,9,88
1646,9,89
1647,9,90
1648,9,91
1649,9,92
1650,9,93
1651,9,94
1652,9,95
1653,9,96
1654,9,97
1655,9,98
1656,9,99
1657,9,100
1658,9,101
1659,9,102
1660,9,103
1661,9,104
1662,9,105
1663,9,106
1664,9,107
1665,9,108
1666,9,109
1667,9,110
1668,9,111
1669,9,112
1670,9,113
1671,9,114
1672,9,115
1673,9,116
1674,9,117
1675,9,118
1676,9,119
1677,9,120
1678,9,121
1679,9,122
1680,9,123
1681,9,124
1682,9,125
1683,9,126
1684,9,127
1685,9,128
1686,9,129
1687,9,130
1688,9,131
1689,9,132
1690,9,133
1691,9,134
1692,9,135
1693,9,136
1694,9,137
1695,9,138
1696,9,139
1697,9,140
1698,9,141
1699,9,142
1700,9,143
1701,9,144
1702,9,145
1703,9,146
1704,9,147
1705,9,148
1706,9,149
1707,9,150
1708,9,151
1709,9,152
1710,9,153
1711,9,154
1712,9,155
1713,9,156
1714,9,157
1715,9,158
1716,9,159
1717,9,160
1718,9,161
1719,9,162
1720,9,163
1721,9,164
1722,9,165
1723,9,166
1724,9,167
1725,9,168
1726,9,169
1727,9,170
1728,9,171
1729,9,172
1730,10,0
1731,10,1
1732,10,2
1733,10,3
1734,10,4
1735,10,5
1736,10,6
1737,10,7
1738,10,8
1739,10,9
1740,10,10
1741,10,11
1742,10,12
1743,10,13
1744,10,14
1745,10,15
1746,10,16
1747,10,17
1748,10,18
1749,10,19
1750,10,20
1751,10,21
1752,10,22
1753,10,23
1754,10,24
1755,10,25
1756,10,26
1757,10,27
1758,10,28
1759,10,29
1760,10,30
1761,10,31
1762,10,32
1763,10,33
1764,10,34
1765,10,35
1766,10,36
1767,10,37
1768,10,38
1769,10,39
1770,10,40
1771,10,41
1772,10,42
1773,10,43
1774,10,44
1775,10,45
1776,10,46
1777,10,47
1778,10,48
1779,10,49
1780,10,50
1781,10,51
1782,10,52
1783,10,53
1784,10,54
1785,10,55
1786,10,56
1787,10,57
1788,10,58
1789,10,59
1790,10,60
1791,10,61
1792,10,62
1793,10,63
1794,10,64
1795,10,65
1796,10,66
1797,10,67
1798,10,68
1799,10,69
1800,10,70
1801,10,71
1802,10,72
1803,10,73
1804,10,74
1805,10,75
1806,10,76
1807,10,77
1808,10,78
1809,10,79
1810,10,80
1811,10,81
1812,10,82
1813,10,83
1814,10,84
1815,10,85
1816,10,86
1817,10,87
1818,10,88
1819,10,89
1820,10,90
1821,10,91
1822,10,92
1823,10,93
1824,10,94
1825,10,95
1826,10,96
1827,10,97
1828,10,98
1829,10,99
1830,10,100
1831,10,101
1832,10,102
1833,10,103
1834,10,104
1835,10,105
1836,10,106
1837,10,107
1838,10,108
1839,10,109
1840,10,110
1841,10,111
1842,10,112
1843,10,113
1844,10,114
1845,10,115
1846,10,116
1847,10,117
1848,10,118
1849,10,119
1850,10,120
1851,10,121
1852,10,122
1853,10,123
1854,10,124
1855,10,125
1856,10,126
1857,10,127
1858,10,128
1859,10,129
1860,10,130
1861,10,131
1862,10,132
1863,10,133
1864,10,134
1865,10,135
1866,10,136
1867,10,137
1868,10,138
1869,10,139
1870,10,140
1871,10,141
1872,10,142
1873,10,143
1874,10,144
1875,10,145
1876,10,146
1877,10,147
1878,10,148
1879,10,149
1880,10,150
1881,10,151
1882,10,152
1883,10,153
1884,10,154
1885,10,155
1886,10,156
1887,10,157
1888,10,158
1889,10,159
1890,10,160
1891,10,161
1892,10,162
1893,10,163
1894,10,164
1895,10,165
1896,10,166
1897,10,167
1898,10,168
1899,10,169
1900,10,170
1901,10,171
1902,10,172
1903,11,0
1904,11,1
1905,11,2
1906,11,3
1907,11,4
1908,11,5
1909,11,6
1910,11,7
1911,11,8
1912,11,9
1913,11,10
1914,11,11
1915,11,12
1916,11,13
1917,11,14
1918,11,15
1919,11,16
1920,11,17
1921,11,18
1922,11,19
1923,11,20
1924,11,21
1925,11,22
1926,11,23
1927,11,24
1928,11,25
1929,11,26
1930,11,27
1931,11,28
1932,11,29
1933,11,30
1934,11,31
1935,11,32
1936,11,33
1937,11,34
1938,11,35
1939,11,36
1940,11,37
1941,11,38
1942,11,39
1943,11,40
1944,11,41
1945,11,42
1946,11,43
1947,11,44
1948,11,45
1949,11,46
1950,11,47
1951,11,48
1952,11,49
1953,11,50
1954,11,51
1955,11,52
1956,11,53
1957,11,54
1958,11,55
1959,11,56
1960,11,57
1961,11,58
1962,11,59
1963,11,60
1964,11,61
1965,11,62
1966,11,63
1967,11,64
1968,11,65
1969,11,66
1970,11,67
1971,11,68
1972,11,69
1973,11,70
1974,11,71
1975,11,72
1976,11,73
1977,11,74
1978,11,75
1979,11,76
1980,11,77
1981,11,78
1982,11,79
1983,11,80
1984,11,81
1985,11,82
1986,11,83
1987,11,84
1988,11,85
1989,11,86
1990,11,87
1991,11,88
1992,11,89
1993,11,90
1994,11,91
1995,11,92
1996,11,93
1997,11,94
1998,11,95
1999,11,96
2000,11,97
2001,11,98
2002,11,99
2003,11,100
2004,11,101
2005,11,102
2006,11,103
2007,11,104
2008,11,105
2009,11,106
2010,11,107
2011,11,108
2012,11,109
2013,11,110
2014,11,111
2015,11,112
2016,11,113
2017,11,114
2018,11,115
2019,11,116
2020,11,117
2021,11,118
2022,11,119
2023,11,120
2024,11,121
2025,11,122
2026,11,123
2027,11,124
2028,11,125
2029,11,126
2030,11,127
2031,11,128
2032,11,129
2033,11,130
2034,11,131
2035,11,132
2036,11,133
2037,11,134
2038,11,135
2039,11,136
2040,11,137
2041,11,138
2042,11,139
2043,11,140
2044,11,141
2045,11,142
2046,11,143
2047,11,144
2048,11,145
2049,11,146
2050,11,147
2051,11,148
2052,11,149
2053,11,150
2054,11,151
2055,11,152
2056,11,153
2057,11,154
2058,11,155
2059,11,156
2060,11,157
2061,11,158
2062,11,159
2063,11,160
2064,11,161
2065,11,162
2066,11,163
2067,11,164
2068,11,165
2069,11,166
2070,11,167
2071,11,168
2072,11,169
2073,11,170
2074,11,171
2075,11,172
2076,12,0
2077,12,1
2078,12,2
2079,12,3
2080,12,4
2081,12,5
2082,12,6
2083,12,7
2084,12,8
2085,12,9
2086,12,10
2087,12,11
2088,12,12
2089,12,13
2090,12,14
2091,12,15
2092,12,16
2093,12,17
2094,12,18
2095,12,19
2096,12,20
2097,12,21
2098,12,22
2099,12,23
2100,12,24
2101,12,25
2102,12,26
2103,12,27
2104,12,28
2105,12,29
2106,12,30
2107,12,31
2108,12,32
2109,12,33
2110,12,34
2111,12,35
2112,12,36
2113,12,37
2114,12,38
2115,12,39
2116,12,40
2117,12,41
2118,12,42
2119,12,43
2120,12,44
2121,12,45
2122,12,46
2123,12,47
2124,12,48
2125,12,49
2126,12,50
2127,12,51
2128,12,52
2129,12,53
2130,12,54
2131,12,55
2132,12,56
2133,12,57
2134,12,58
2135,12,59
2136,12,60
2137,12,61
